,id,Scientific_Name,size,Size_category,Mass,Habitat,Habitat_Category,Migration,Trophic_Level__Feeding_Habits_,Min_Latitude,Max_Latitude,Centroid_Latitude,Centroid_Longitude,Range_Size,General_Describtion,species_status
4908,1215,melipotes gymnops,229.1,Medium,54.8,Forest,Dense habitats,1,Herbivore,-2.90,-0.54,-1.13,133.43,7348.93,"The Arfak honeyeater (Melipotes gymnops) or bare-eyed honeyeater, is a species of bird in the family Meliphagidae.
It is endemic to West Papua, Indonesia, where it lives in subtropical and tropical moist montane forest, at elevations ranging from 1,200 to 2,700 m (3,900 to 8,900 ft).[1]",Least Concern
4909,3839,melithreptus affinis,155.3,Medium,15.0,Forest,Dense habitats,1,Carnivore,-43.64,-39.58,-41.94,146.59,68030.00,"The black-headed honeyeater (Melithreptus affinis) is a species of bird in the family Meliphagidae.
It is one of two members of the genus Melithreptus endemic to Tasmania. Its natural habitats are temperate forest and Mediterranean-type shrubby vegetation.[citation needed] Despite its name, the black-headed honeyeater eats predominantly insects.[citation needed]",Least Concern
4910,5174,melithreptus albogularis,139.2,Small,11.03,Forest,Semi-open habitats,1,Carnivore,-31.29,-5.79,-17.95,139.87,1473520.94,"The white-throated honeyeater (Melithreptus albogularis) is a bird of the honeyeater family Meliphagidae native to New Guinea and eastern and northern Australia. It is 11.5 to 14.5 cm (4.5 to 5.7 in) long, olive-green above and white below, with a black head, a white or pale blue patch over the eye, and a white stripe across the nape.",extant
4911,6688,melithreptus brevirostris,140.7,Small,12.6,Forest,Semi-open habitats,1,Omnivore,-39.48,-23.06,-31.81,140.12,2003053.24,"The brown-headed honeyeater (Melithreptus brevirostris) is a species of passerine bird in the family Meliphagidae.
It is endemic to Australia. Its natural habitats are temperate forests and Mediterranean-type shrubby vegetation.",extant
4912,954,melithreptus chloropsis,153.8,Medium,14.01,Forest,Semi-open habitats,1,Carnivore,-35.19,-30.21,-33.06,118.70,216940.62,"Gilbert's honeyeater (Melithreptus chloropsis), also known as the Swan River honeyeater or western white-naped honeyeater, is a passerine bird of the honeyeater family Meliphagidae native to southwestern Australia. A mid-sized honeyeater, it is olive-green above and white below, with a black head, nape and throat and a white patch over the eye and a white crescent-shaped patch on the nape. The bill is brownish-black and the eyes a dull red. The sexes have similar plumage.",Least Concern
4913,7074,melithreptus gularis,165.6,Medium,19.44,Forest,Semi-open habitats,1,Omnivore,-38.07,-19.21,-29.87,147.58,1260779.55,The black-chinned honeyeater (Melithreptus gularis) is a species of passerine bird in the family Meliphagidae. It is endemic to Australia. Two subspecies are recognised. Its natural habitats are temperate forests and subtropical or tropical dry forests.,Least Concern
4914,7323,melithreptus lunatus,148.1,Medium,14.01,Forest,Semi-open habitats,1,Carnivore,-39.51,-15.35,-30.66,146.97,1242453.60,"The white-naped honeyeater (Melithreptus lunatus) is a passerine bird of the honeyeater family Meliphagidae native to eastern Australia. Birds from southwestern Australia have been shown to be a distinct species, Gilbert's honeyeater, and the eastern birds are more closely related to the black-headed honeyeater of Tasmania. One of several similar species of black-headed honeyeaters in the genus Melithreptus, it dwells in dry sclerophyll eucalypt woodland. Its diet consists of nectar from various flowers, and it also feeds on insects.",Least Concern
4915,4213,melithreptus validirostris,168.1,Medium,24.8,Forest,Dense habitats,1,Carnivore,-43.64,-39.58,-41.87,146.64,60660.30,"The strong-billed honeyeater (Melithreptus validirostris) is a species of bird in the family Meliphagidae.
It is one of two species of the genus Melithreptus endemic to Tasmania.
Its natural habitat is temperate forest.",Vulnerable
4916,2680,melitograis gilolensis,229.0,Medium,54.0,Forest,Dense habitats,1,Omnivore,-0.92,2.65,0.87,128.00,22755.07,"The white-streaked friarbird (Melitograis gilolensis) is a species of bird in the family Meliphagidae. It is monotypic within the genus Melitograis.[2] It is endemic to Northern Maluku in Indonesia.[3] Its natural habitats are subtropical or tropical moist lowland forests, subtropical or tropical mangrove forests, and subtropical or tropical moist montane forests.[1]",Least Concern
4917,10704,mellisuga helenae,48.2,Small,2.2,Forest,Semi-open habitats,1,Herbivore,19.83,23.19,21.61,-79.01,108875.85,,Near Threatened
4918,7733,mellisuga minima,59.0,Small,2.4,Human Modified,Semi-open habitats,1,Herbivore,17.61,20.09,18.81,-72.05,86168.43,"The vervain hummingbird (Mellisuga minima) is a species of hummingbird in tribe Mellisugini of subfamily Trochilinae, the ""bee hummingbirds"". It is found on Hispaniola (split between the Dominican Republic and Haiti) and Jamaica.[3][4]",extant
4919,4534,melocichla mentalis,196.0,Medium,33.2,Shrubland,Semi-open habitats,1,Carnivore,-20.57,12.99,-0.78,18.88,6248614.06,"The moustached grass warbler (Melocichla mentalis) is a species of African warbler, formerly placed in the family Sylviidae.",extant
4920,10975,melopsittacus undulatus,201.0,Medium,28.99,Woodland,Open habitats,2,Herbivore,-37.95,-13.96,-25.84,132.90,5879807.51,,Not Evaluated
4921,9565,melospiza georgiana,141.2,Small,16.1,Wetland,Semi-open habitats,3,Omnivore,37.08,66.72,51.29,-92.76,6032762.64,The swamp sparrow (Melospiza georgiana) is a medium-sized New World sparrow related to the song sparrow.,extant
4922,8755,melospiza lincolnii,140.9,Small,16.6,Wetland,Semi-open habitats,3,Omnivore,32.71,66.53,54.29,-105.44,7567216.93,"Lincoln's sparrow (Melospiza lincolnii) is a small sparrow native to North America. It is a less common passerine bird that often stays hidden under thick ground cover, but can be distinguished by its sweet, wrenlike song. Lincoln's sparrow is one of three species in the genus Melospiza which also includes the song sparrow (M. melodia) and the swamp sparrow (M. georgiana). It lives in well-covered brushy habitats, often near water. This bird is poorly documented because of its secretive nature and breeding habits solely in boreal regions.[2]",extant
4923,10574,melospiza melodia,155.0,Medium,21.91,Shrubland,Semi-open habitats,2,Omnivore,18.99,62.57,47.88,-103.48,10313728.38,,extant
4924,7322,melozone aberti,228.6,Medium,45.93,Shrubland,Semi-open habitats,1,Carnivore,31.15,37.70,33.84,-112.43,170236.93,"Abert's towhee (Melozone aberti) is a bird of the family Passerellidae, native to a small range in southwestern North America, generally the lower Colorado River and Gila River watersheds, nearly endemic to Arizona, but also present in small parts of California, Nevada, Utah, New Mexico, and Sonora in Mexico. The name of this bird commemorates the American ornithologist James William Abert (1820–1897).",extant
4925,3588,melozone albicollis,196.8,Medium,46.4,Shrubland,Semi-open habitats,1,Herbivore,16.06,18.71,17.15,-97.23,64681.63,The white-throated towhee (Melozone albicollis) is a species of bird in the family Passerellidae that is endemic to Mexico. Its natural habitats are subtropical or tropical moist montane forests and subtropical or tropical high-altitude shrubland.,extant
4926,9673,melozone crissalis,216.7,Medium,52.83,Shrubland,Semi-open habitats,1,Herbivore,22.87,43.18,34.40,-118.36,333326.69,"The California towhee (Melozone crissalis) is a bird of the family Passerellidae, native to the coastal regions of western Oregon and California in the United States and Baja California  and Baja California Sur in Mexico.",extant
4927,8629,melozone fusca,214.4,Medium,44.4,Shrubland,Semi-open habitats,1,Herbivore,17.20,39.83,28.78,-104.85,1684944.38,"The canyon towhee (Melozone fusca) is a bird of the family Passerellidae.  Until 1989, the Canyon Towhee and the California towhee were considered to be a single species which was called the Brown Towhee.[2]",extant
4928,4756,melozone kieneri,179.2,Medium,38.7,Shrubland,Semi-open habitats,1,Omnivore,16.06,27.58,20.14,-102.13,330219.50,"The rusty-crowned ground sparrow (Melozone kieneri) is a species of bird in the family Passerellidae that is endemic to western and southwestern Mexico. The species occurs both in the Sierra Madre Occidental range, and the Cordillera Neovolcanica mountain belt.",extant
4929,6381,melozone leucotis,180.2,Medium,39.9,Forest,Dense habitats,1,Carnivore,9.76,15.26,12.87,-85.69,11301.54,"The white-eared ground sparrow (Melozone leucotis) is a large American sparrow which occurs locally in Middle America, mostly in foothills, from southern Mexico and Guatemala to northern Costa Rica.",Not Evaluated
4930,7600,menura alberti,804.1,Large,928.0,Forest,Dense habitats,1,Carnivore,-29.70,-27.55,-28.62,152.33,25535.74,"Albert's lyrebird (Menura alberti) is a timid, pheasant-sized songbird which is endemic to subtropical rainforests of Australia, in a small area on the state border between New South Wales and Queensland. The rarer of the two species of lyrebirds, Albert's lyrebird is named after Prince Albert, the prince consort of Queen Victoria, queen of the United Kingdom.  It lacks the elegant lyre-shaped tail feathers of the superb lyrebird and is found in a much more restricted range.",Least Concern
4931,10331,menura novaehollandiae,973.1,Large,972.62,Forest,Dense habitats,1,Carnivore,-37.85,-26.55,-32.65,150.30,324756.71,"The superb lyrebird (Menura novaehollandiae) is an Australian passerine songbird, one of two species from the family Menuridae, with the other being the much rarer Albert's lyrebird.[2][3] It is one of the world's largest songbirds, and is renowned for its elaborate tail and courtship displays, and its excellent mimicry. The species is endemic to Australia and is found in forest in the southeast of the country. According to David Attenborough, the superb lyrebird displays one of the most sophisticated voice skills within the animal kingdom—""the most elaborate, the most complex, and the most beautiful"".[4]",extant
4932,9664,merganetta armata,310.7,Medium,398.82,Riverine,Open habitats,1,Carnivore,-54.95,9.79,-24.14,-71.85,1090659.13,"The torrent duck (Merganetta armata) is a member of the duck, goose and swan family Anatidae. It is the only member of the genus Merganetta. It is placed in the shelduck subfamily Tadorninae after the ""perching duck"" assemblage to which it was formerly assigned was dissolved because it turned out to be paraphyletic.[2]",extant
4933,10591,mergellus albellus,287.8,Medium,608.55,Wetland,Open habitats,3,Carnivore,49.64,71.00,60.60,90.30,11990223.32,,Least Concern
4934,10775,mergus merganser,428.9,Large,1451.02,Riverine,Open habitats,3,Carnivore,29.19,71.19,54.96,28.88,24915961.61,,Least Concern
4935,9540,mergus octosetaceus,315.8,Medium,983.0,Riverine,Open habitats,1,Carnivore,-26.50,-9.93,-12.90,-46.05,51321.75,"The Brazilian merganser (Mergus octosetaceus) is a South American diving duck in the Mergus genus.
It is one of the most threatened waterfowl species in the world, with possibly fewer than 250 birds in the wild and a small number kept in captivity in Brazil.[1] It has a long, sharp-edged beak with a great number of tooth-like edges.",Critically Endangered
4936,10636,mergus serrator,355.3,Large,1015.17,Wetland,Open habitats,3,Carnivore,42.01,75.22,60.86,26.86,23632905.44,,extant
4937,9354,mergus squamatus,398.7,Large,1234.0,Wetland,Open habitats,3,Carnivore,40.30,51.58,45.96,134.05,302689.47,"The scaly-sided merganser or Chinese merganser (Mergus squamatus) is an endangered typical merganser (genus Mergus). It lives in Manchuria and extreme Southeast Siberia, breeding in the north and wintering in the south.",Endangered
4938,7315,meropogon forsteni,294.8,Medium,55.0,Forest,Dense habitats,1,Carnivore,-4.00,1.76,-1.44,121.18,135924.86,"The purple-bearded bee-eater or Celebes bee-eater (Meropogon forsteni) is a near passerine bird in the bee-eater family Meropidae.  It is an endemic resident on the island of Sulawesi, Indonesia. This species is often seen in clearings inside dense forest.",Least Concern
4939,7943,merops albicollis,272.9,Medium,25.9,Grassland,Open habitats,2,Carnivore,-2.04,20.24,15.45,15.03,1564871.29,"The white-throated bee-eater (Merops albicollis) is a near passerine bird in the bee-eater family, Meropidae. It breeds in semi-desert along the southern edge of the Sahara, Africa. The white-throated bee-eater is migratory, wintering in a completely different habitat in the equatorial rain forests of Africa from southern Senegal to Uganda.",extant
4940,10879,merops apiaster,259.0,Medium,56.6,Woodland,Semi-open habitats,3,Carnivore,-34.84,57.56,40.17,44.58,11028502.02,,Least Concern
4941,4193,merops boehmi,170.0,Medium,16.6,Woodland,Semi-open habitats,1,Carnivore,-17.34,-4.13,-10.29,32.60,700033.60,"Böhm's bee-eater (Merops boehmi) is a species of bird in the family Meropidae. It is found in Democratic Republic of the Congo, Malawi, Mozambique, Tanzania, and Zambia.",Not Evaluated
4942,6066,merops breweri,282.4,Medium,49.74,Forest,Dense habitats,1,Carnivore,-6.60,9.73,0.70,18.24,1625936.76,"The black-headed bee-eater (Merops breweri) is a species of bird in the family Meropidae.
It is found in forests in tropical Central and West Africa, its range including Angola, Central African Republic, Republic of the Congo, Democratic Republic of the Congo, Ivory Coast, Gabon, Ghana, Nigeria, and South Sudan.[1]",Least Concern
4943,9514,merops bullockoides,216.2,Medium,34.8,Woodland,Semi-open habitats,1,Carnivore,-31.53,2.81,-13.41,25.85,5313566.69,The white-fronted bee-eater (Merops bullockoides) is a species of bee-eater widely distributed in sub-equatorial Africa.,extant
4944,7345,merops gularis,171.0,Medium,27.3,Forest,Dense habitats,1,Carnivore,-9.40,9.41,1.03,15.19,3027624.96,The black bee-eater (Merops gularis) is a species of bird in the family Meropidae. It is native to the African tropical rainforest where it is found at the edges of the rainforest and in secondary woodland.,extant
4945,8121,merops hirundineus,199.3,Medium,21.7,Shrubland,Semi-open habitats,1,Carnivore,-29.64,15.05,-7.98,21.23,8552948.69,"The swallow-tailed bee-eater (Merops hirundineus) is a near passerine bird in the bee-eater family, Meropidae.",Not Evaluated
4946,9443,merops leschenaulti,197.5,Medium,27.2,Woodland,Semi-open habitats,1,Carnivore,-8.85,29.61,16.59,96.92,2822822.27,"The chestnut-headed bee-eater (Merops leschenaulti), or bay-headed bee-eater, is a near passerine bird in the bee-eater family Meropidae. It is a resident breeder in the Indian subcontinent and adjoining regions, ranging from India east to Southeast Asia.",extant
4947,6665,merops malimbicus,258.3,Medium,50.37,Woodland,Semi-open habitats,1,Carnivore,-6.46,10.62,0.50,13.41,1108392.87,"The rosy bee-eater (Merops malimbicus) is a species of bird in the family Meropidae. It is found in Angola, Benin, Burkina Faso, Republic of the Congo, Democratic Republic of the Congo, Ivory Coast, Equatorial Guinea, Gabon, Ghana, Nigeria, and Togo.",extant
4948,2309,merops mentalis,174.6,Medium,22.5,Forest,Dense habitats,1,Carnivore,3.21,9.50,6.64,-1.91,322960.74,"The blue-moustached bee-eater (Merops mentalis) is a species of bird in the family Meropidae.
It is found in submontane and upland habitats[2] in Cameroon, Ivory Coast, Equatorial Guinea, Ghana, Guinea, Liberia, Nigeria, and Sierra Leone.",Near Threatened
4949,6293,merops muelleri,171.3,Medium,22.5,Forest,Dense habitats,1,Carnivore,-6.86,4.94,0.62,19.75,1597560.38,"The blue-headed bee-eater (Merops muelleri) is a species of bird in the family Meropidae. It is found in forest habitats in tropical West and Central Africa, including in Cameroon, Central African Republic, Republic of the Congo, Democratic Republic of the Congo, Gabon, Equatorial Guinea, and Kenya.[1]",extant
4950,9543,merops nubicoides,363.8,Large,42.4,Woodland,Semi-open habitats,2,Carnivore,-21.41,-11.44,-16.48,26.43,1104907.60,"The southern carmine bee-eater (Merops nubicoides) is a species of bee-eater found across sub-equatorial Africa. It was formerly considered conspecific with the closely related northern carmine bee-eater, with the combined species then known as carmine bee-eater.",Least Concern
4951,9578,merops nubicus,322.4,Medium,42.4,Grassland,Semi-open habitats,2,Carnivore,-0.03,18.06,10.72,18.63,6717055.80,"The northern carmine bee-eater (Merops nubicus) is a brightly-coloured bird in the bee-eater family, Meropidae. It is found across northern tropical Africa, from Senegal eastwards to Somalia, Ethiopia and Kenya. It was formerly considered to be conspecific with the southern carmine bee-eater which has a carmine coloured throat rather than the blue throat of the northern species.",Least Concern
4952,6609,merops oreobates,198.3,Medium,23.96,Woodland,Open habitats,1,Carnivore,-6.97,4.80,-0.68,32.90,360934.32,"The cinnamon-chested bee-eater (Merops oreobates) is a species of bird in the family Meropidae. They are found in Burundi, Democratic Republic of the Congo, Ethiopia, Kenya, Rwanda, South Sudan, Tanzania, and Uganda.[1]",extant
4953,10330,merops orientalis,172.3,Medium,14.8,Shrubland,Semi-open habitats,1,Carnivore,6.19,34.37,21.74,84.59,5717891.00,"The Asian green bee-eater (Merops orientalis), also known as little green bee-eater, and green bee-eater in Sri Lanka, is a near passerine bird in the bee-eater family. It is resident but prone to seasonal movements and is found widely distributed across Asia from coastal southern Iran east through the Indian subcontinent to Vietnam.[2] Populations in Africa and the Arabian Peninsula that were formerly assigned to this species (under the name green bee-eater) are now considered distinct species: the African green bee-eater and the Arabian green bee-eater.[3] They are mainly insect eaters and they are found in grassland, thin scrub and forest often quite far from water. Several regional plumage variations are known and several subspecies have been named.",extant
4954,10071,merops ornatus,225.6,Medium,29.5,Woodland,Open habitats,3,Carnivore,-54.78,-1.21,-25.32,135.56,6451756.43,The rainbow bee-eater (Merops ornatus) is a near passerine bird in the bee-eater family Meropidae.,extant
4955,9946,merops persicus,256.1,Medium,49.3,Desert,Open habitats,3,Carnivore,3.48,48.44,34.61,52.22,3658429.52,"The blue-cheeked bee-eater (Merops persicus) is a near passerine bird in the bee-eater family, Meropidae. The genus name Merops is Ancient Greek for ""bee-eater"", and persicus is Latin for ""Persian"".[2]",extant
4956,10116,merops philippinus,248.5,Medium,34.0,Wetland,Semi-open habitats,3,Carnivore,-10.72,35.80,18.69,100.21,4254463.63,"The blue-tailed bee-eater (Merops philippinus) is a near passerine bird in the bee-eater family Meropidae. It is widely distributed across South and Southeast Asia where many populations are strongly migratory, and seen seasonally in many parts but breeding colonially in small areas across their range, mostly in river valleys, where they nest by tunneling into loamy sand banks. They are seen mostly in open habitats close to water.",extant
4957,9361,merops pusillus,152.5,Medium,15.1,Grassland,Semi-open habitats,1,Carnivore,-30.98,16.84,-1.10,22.41,14410773.71,"The little bee-eater (Merops pusillus) is a bird species in the bee-eater family, Meropidae.[2] They are found in Sub-Saharan Africa.[3] They should not be confused with the little green bee-eater (Merops orientalis). Migration is limited to seasonal movements depending on rainfall patterns.",Not Evaluated
4958,4847,merops revoilii,153.9,Medium,12.9,Shrubland,Semi-open habitats,1,Carnivore,-3.50,11.99,5.49,44.02,958341.75,"The Somali bee-eater (Merops revoilii) is a species of bird in the family Meropidae. It is found in Ethiopia, Kenya, Saudi Arabia, Somalia and Tanzania. 
This is a small bee-eater that prefers arid country and desert areas where it may be locally common. The International Union for Conservation of Nature has assessed its conservation status as being of ""least concern"", postulating that clearing of woodland and forest is creating new suitable habitat for the bird and that its population trend may therefore be rising.[1]",Least Concern
4959,7514,merops superciliosus,233.0,Medium,38.5,Shrubland,Semi-open habitats,2,Carnivore,-25.61,15.87,-8.67,34.54,4269964.77,"The olive bee-eater or Madagascar bee-eater (Merops superciliosus) is a near passerine bee-eater species in the genus Merops. It is native to the southern half of Africa where it is present in Angola; Botswana; Burundi; Comoros; Democratic Republic of the Congo; Djibouti; Eritrea; Ethiopia; Kenya; Madagascar; Malawi; Mayotte; Mozambique; Namibia; Rwanda; Somalia; South Sudan; Sudan; Tanzania; Uganda; Zambia; Zimbabwe. It is a common species with a wide range so the International Union for Conservation of Nature has rated their conservation status as ""least concern"".[1]",extant
4960,7284,merops variegatus,170.0,Medium,22.5,Wetland,Open habitats,1,Carnivore,-16.10,7.23,-3.01,21.58,3491407.89,The blue-breasted bee-eater (Merops variegatus) is a central African species of bird. It is a member of the family Meropidae. Meropids are all visually similar and have a diet specialized in Hymenopterans.,extant
4961,9161,merops viridis,197.1,Medium,34.8,Woodland,Semi-open habitats,1,Carnivore,-8.78,30.33,11.30,108.76,3204518.18,"The blue-throated bee-eater (Merops viridis) is a species of bird in the bee-eater family. They are found throughout southeast Asia in subtropical or tropical mangrove forests. Their diet consists mostly of bees, wasps, and dragonflies. Blue-throated bee-eaters are small with colorful plumage consisting of a red nape, dark green wings, light green breast, and their signature blue throat. Juvenile plumage contain dark green head and wings and light green breasts, only developing their full plumage in adulthood. They have a rich variety of songs and calls, including longcalls which allow them to communicate long distances in the forest.",extant
4962,2732,merulaxis ater,175.7,Medium,35.03,Forest,Dense habitats,1,Carnivore,-27.33,-15.21,-21.40,-43.75,163731.48,"The slaty bristlefront (Merulaxis ater) is a member of the Neotropical bird family Rhinocryptidae, the tapaculos. It is endemic to south-east Brazil.[3]",Least Concern
4963,2681,merulaxis stresemanni,197.3,Medium,35.0,Forest,Dense habitats,1,Carnivore,-15.83,-15.76,-15.79,-40.52,21.75,"Stresemann's bristlefront (Merulaxis stresemanni) is a critically endangered species of bird in the family Rhinocryptidae, the tapaculos. It is endemic to Brazil.[2][1]",Critically Endangered
4964,8083,mesembrinibis cayennensis,509.7,Large,756.0,Forest,Semi-open habitats,1,Carnivore,-29.10,15.41,-7.90,-59.11,10576805.93,"The green ibis (Mesembrinibis cayennensis), also known as the Cayenne ibis, is a wading bird in the ibis family Threskiornithidae. It is the only member of the genus Mesembrinibis.",extant
4965,3876,mesitornis unicolor,257.9,Medium,148.0,Forest,Dense habitats,1,Omnivore,-25.03,-13.88,-18.07,48.72,37168.05,"The brown mesite (Mesitornis unicolor) is a ground-dwelling bird endemic to Madagascar. It is one of three species in the mesite family or the Mesitornithidae, and though classified as vulnerable by the International Union for Conservation of Nature (IUCN), it is the most widespread of the three.",Vulnerable
4966,4586,mesitornis variegatus,237.5,Medium,110.0,Woodland,Dense habitats,1,Carnivore,-20.71,-12.67,-18.08,46.24,39538.16,"The white-breasted mesite (Mesitornis variegatus) is a ground-dwelling bird endemic to Madagascar. One of three species in the mesite family, Mesitornithidae, it is classified as vulnerable by the International Union for Conservation of Nature (IUCN). It has a small population and is restricted to five sites in the north and west of the island, and one in the east.",Vulnerable
4967,1216,metabolus rugensis,217.9,Medium,23.58,Forest,Semi-open habitats,1,Carnivore,7.29,7.46,7.37,151.74,83.99,"The Chuuk monarch (Metabolus rugensis), or Truk monarch, is a species of bird in the family Monarchidae. It is monotypic within the genus Metabolus.[3] It is endemic to the island of Chuuk in Micronesia.",Endangered
4968,1383,metallura aeneocauda,103.9,Small,5.2,Forest,Dense habitats,1,Herbivore,-17.89,-12.30,-14.91,-69.24,49696.48,"The scaled metaltail (Metallura aeneocauda) is a species of hummingbird in the ""coquettes"", tribe Lesbiini of subfamily Lesbiinae. It is found in Bolivia and Peru.[3][4]",extant
4969,6021,metallura baroni,100.8,Small,4.3,Forest,Semi-open habitats,1,Herbivore,-3.21,-2.51,-2.88,-79.24,2725.47,"The violet-throated metaltail (Metallura baroni), locally called metalura gorjivioleta, is an Endangered species of hummingbird in the ""coquettes"", tribe Lesbiini of subfamily Lesbiinae. It is endemic to Ecuador.[3][4][1]",Endangered
4970,3967,metallura eupogon,106.6,Small,4.6,Forest,Semi-open habitats,1,Herbivore,-13.55,-9.73,-11.59,-74.96,35465.53,"The fiery-throated metaltail or fire-throated metaltail (Metallura eupogon) is a species of hummingbird in the ""coquettes"", tribe Lesbiini of subfamily Lesbiinae. It is endemic to Peru.[3][4]",Not Evaluated
4971,2864,metallura iracunda,104.7,Small,3.9,Grassland,Semi-open habitats,1,Herbivore,9.61,10.63,10.19,-72.91,1650.98,"The Perijá metaltail (Metallura iracunda) is an Endangered species of hummingbird in the ""coquettes"", tribe Lesbiini of subfamily Lesbiinae. It is found in Colombia and Venezuela.[3][4][1]",Endangered
4972,4037,metallura odomae,107.0,Small,5.1,Forest,Dense habitats,1,Herbivore,-5.89,-3.89,-4.97,-79.32,8418.36,"The neblina metaltail (Metallura odomae), locally called metalura neblina or colibrí de neblina, is a species of hummingbird in the ""coquettes"", tribe Lesbiini of subfamily Lesbiinae. It is found in Ecuador and Peru.[4][5]",Least Concern
4973,4904,metallura phoebe,126.9,Small,5.4,Shrubland,Semi-open habitats,1,Herbivore,-18.06,-6.68,-12.59,-74.95,142044.52,"The black metaltail (Metallura phoebe) is a species of hummingbird in the ""coquettes"", tribe Lesbiini of subfamily Lesbiinae. It is endemic to Peru.[3][4]",Least Concern
4974,4460,metallura theresiae,102.3,Small,4.9,Forest,Semi-open habitats,1,Herbivore,-9.85,-5.42,-7.65,-77.25,34923.52,"The coppery metaltail (Metallura theresiae) is a species of hummingbird in the ""coquettes"", tribe Lesbiini of subfamily Lesbiinae. It is endemic to Peru.[3][4]",Least Concern
4975,7411,metallura tyrianthina,97.3,Small,3.8,Forest,Dense habitats,1,Herbivore,-18.07,11.05,-5.15,-74.34,422575.20,"The Tyrian metaltail (Metallura tyrianthina) is a species of hummingbird in the subfamily Lesbiinae, the brilliants and coquettes. It is found in Bolivia, Colombia, Ecuador, Peru, and Venezuela.[3][4]",Least Concern
4976,5225,metallura williami,101.0,Small,4.5,Forest,Open habitats,1,Herbivore,-4.63,5.14,0.04,-77.62,51630.48,"The viridian metaltail (Metallura williami) is a species of hummingbird in the ""coquettes"", tribe Lesbiini of subfamily Lesbiinae. It is found in Colombia and Ecuador.[3][4]",extant
4977,8427,metopidius indicus,276.2,Medium,155.0,Wetland,Open habitats,1,Herbivore,-7.78,29.79,19.20,88.76,2649332.71,"The  bronze-winged jacana (Metopidius indicus) is a wader in the family Jacanidae. It is found across South and Southeast Asia and is the sole species in the genus Metopidius. Like other jacanas it forages on lilies and other floating aquatic vegetation, the long feet spreading out its weight and preventing sinking. The sexes are alike but females are slightly larger and are polyandrous, maintaining a harem of males during the breeding season in the monsoon rains. Males maintain territories, with one male in the harem chosen to incubate the eggs and take care of the young. When threatened, young chicks may be carried to safety by the male under his wings.",Least Concern
4978,1673,metopothrix aurantiaca,119.9,Small,11.2,Riverine,Dense habitats,1,Carnivore,-13.71,1.13,-6.62,-70.72,1453065.41,"The orange-fronted plushcrown (Metopothrix aurantiaca) is a species of bird in the Furnariinae subfamily of the ovenbird family Furnariidae.[2] It is found in Bolivia, Brazil, Colombia, Ecuador, and Peru.[3]",Least Concern
4979,5146,metriopelia aymara,196.7,Medium,61.8,Grassland,Open habitats,1,Herbivore,-34.72,-9.99,-22.02,-68.28,832237.50,"The golden-spotted ground dove (Metriopelia aymara) is a species of bird in the family Columbidae. It is found in Argentina, Bolivia, Chile, and Peru.[2]",extant
4980,6798,metriopelia ceciliae,178.8,Medium,55.1,Shrubland,Open habitats,1,Herbivore,-22.24,-5.13,-14.50,-72.04,490195.48,"The bare-faced ground dove (Metriopelia ceciliae) is a species of bird in the family Columbidae. It is found in Argentina, Bolivia, Chile, and Peru.[2]",extant
4981,6419,metriopelia melanoptera,233.5,Medium,100.0,Shrubland,Open habitats,1,Herbivore,-55.72,1.30,-29.40,-70.12,1845275.52,"The black-winged ground dove (Metriopelia melanoptera) is a species of bird in the family Columbidae. It is found in Argentina, Bolivia, Chile, Colombia, Ecuador, and Peru.[2]",extant
4982,3291,metriopelia morenoi,190.2,Medium,28.6,Shrubland,Open habitats,1,Herbivore,-29.48,-22.67,-26.53,-66.72,106199.06,"Moreno's ground dove (Metriopelia morenoi) or the bare-eyed ground dove, is a species of bird in the family Columbidae. It is endemic to Argentina.[2][3]",Least Concern
4983,3977,micrastur buckleyi,505.8,Large,464.0,Forest,Dense habitats,1,Carnivore,-13.03,0.10,-5.48,-74.59,619557.03,"Buckley's forest falcon (Micrastur buckleyi), also called lesser collared forest-falcon and Traylor's forest-falcon[3], is a species of bird of prey in subfamily Herpetotherinae of family Falconidae, the falcons and caracaras.[4] It is found in Bolivia, Brazil, Eucador, Peru, and possibly Colombia and Venezuela.[5]",Least Concern
4984,5914,micrastur gilvicollis,397.4,Large,209.0,Forest,Dense habitats,1,Carnivore,-17.29,8.40,-2.09,-65.54,4251681.56,"The lined forest falcon (Micrastur gilvicollis) is a species of bird of prey in subfamily Herpetotherinae of family Falconidae, the falcons and caracaras. It is found in Bolivia, Brazil, Colombia, Ecuador, French Guiana, Guyana, Peru, Suriname, and Venezuela.[2][3]",extant
4985,5957,micrastur mintoni,399.5,Large,209.5,Forest,Dense habitats,1,Carnivore,-20.93,-0.01,-7.51,-55.01,1882575.73,"The cryptic forest falcon (Micrastur mintoni) is a species of bird of prey in the family Falconidae. It is found in the southeastern Amazon rainforest in Brazil and Bolivia. While uncommon in its Amazonian range, it remains widespread and is therefore rated as least concern by BirdLife International and IUCN. Unlike the lined forest falcon, with which it has long been confused in a cryptic species complex, adult cryptic forest falcons only have a single white tail-band (in addition to a narrow white tail-tip).",Least Concern
